timestamp,latitude,longitude,elevation,accuracy,bearing,speed_meters_per_second,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation,distance_meters,elapsed_time_seconds
1577220691.481,-27.717803461511323,-51.09885741313454,979.7580610380106,16.0,173.99516,0.20164786,12,gps,1.0,1.6,1.9,3.6,,,,81,,0.0,0.0
1577220692.483,-27.717810453756574,-51.09887506889895,988.0716865745818,12.0,170.69283,0.08750985,12,gps,0.9,1.4,1.7,3.6,,,,81,,1.905784014278024,1.002000093460083
1577220693.486,-27.717818267079185,-51.09888586428438,988.1904019623944,12.0,255.83438,0.11696843,12,gps,0.9,1.5,1.7,3.6,,,,81,,1.3722446843004488,1.003000020980835
1577220694.474,-27.71781998318488,-51.09889290788239,989.5391765169112,16.0,308.75323,0.049259275,12,gps,0.9,1.4,1.6,3.6,,,,81,,0.7201795674455734,0.9879999160766602
1577220695.474,-27.71786880745736,-51.09890189831464,986.5095131182246,16.0,,0.0,12,gps,0.8,1.3,1.5,3.6,,,,81,,5.482620409524463,1.0
1577220696.474,-27.71786118930631,-51.09885930642953,981.123022839114,12.0,,0.0,15,gps,0.8,1.3,1.5,3.6,,,,81,,4.28427568382075,1.0
1577220697.0,-27.71786026240732,-51.09884045386613,980.7902963478446,8.0,,0.0,15,gps,0.8,1.3,1.5,3.6,,,,81,,1.8620159190901813,0.5260000228881836
1577220698.0,-27.717852317176423,-51.09884149221953,978.8946685157456,8.0,,0.0,15,gps,0.8,1.3,1.5,3.6,,,,81,,0.8863847712464138,1.0
1577220699.0,-27.717848621893506,-51.09884952724026,979.8412388648978,6.0,,0.0,15,gps,0.8,1.3,1.5,3.6,,,,81,,0.8919438635524954,1.0
1577220700.0,-27.717844659572787,-51.09884837172411,981.953686278644,6.0,52.64872,0.028962284,15,gps,0.8,1.3,1.5,3.6,,,,81,,0.45363018522258347,1.0
1577220702.0,-27.71784115071853,-51.098851291185866,983.8989903411632,4.0,228.98383,0.007857644,15,gps,0.8,1.3,1.5,3.6,,,,81,,0.48382078126193107,2.0
1577220703.0,-27.7178399348646,-51.09885193015301,984.7952857487928,4.0,227.92372,0.030938514,15,gps,0.8,1.3,1.5,3.6,,,,81,,0.1487416720577455,1.0
1577220704.0,-27.71783990631661,-51.09885390069222,984.9660113216152,4.0,46.214348,0.0141149005,15,gps,0.8,1.2,1.5,3.6,,,,81,,0.19435419004228882,1.0
1577220706.0,-27.71783435625101,-51.09885255194334,986.4358172395074,4.0,45.474213,0.028660595,15,gps,0.8,1.3,1.5,3.6,,,,81,,0.6292483386897744,2.0
1577220707.0,-27.71783376857128,-51.09885062530801,986.857206346406,4.0,231.7186,0.010805238,15,gps,0.8,1.3,1.5,3.6,,,,81,,0.20084977721794686,1.0
1577220709.0,-27.717830887197703,-51.098853393270986,986.716523420246,4.0,132.56061,0.010997381,15,gps,0.9,1.2,1.5,3.6,,,,81,,0.42007551746139876,2.0
1577220710.0,-27.717833341344903,-51.098856204665374,987.0400919182874,4.0,132.28258,0.008901903,15,gps,0.8,1.3,1.5,3.6,,,,81,,0.388366110783297,1.0
1577220712.0,-27.71783420784924,-51.0988584341152,987.9080686680852,4.0,,0.0,15,gps,0.8,1.3,1.5,3.6,,,,81,,0.23991496291175513,2.0
1577220713.0,-27.71783590903811,-51.09886074959706,988.0563069571768,4.0,,0.0,15,gps,0.8,1.2,1.5,3.6,,,,81,,0.2961087991842673,1.0
1577220715.0,-27.71783604461882,-51.09886107612327,988.6791620266234,6.0,,0.0,15,gps,0.8,1.3,1.5,3.6,,,,81,,0.035533588509713124,2.0
1577220716.0,-27.71783607284368,-51.09886152814113,988.7379419588364,6.0,,0.0,15,gps,0.8,1.2,1.5,3.6,,,,81,,0.04468619005723117,1.0
1577220717.0,-27.717837907504475,-51.098862671216,988.7879563776931,6.0,,0.0,16,gps,0.8,1.3,1.5,3.6,,,,81,,0.23246787920844814,1.0
1577220718.0,-27.717838105751504,-51.09886419701412,988.9378109683826,6.0,,0.0,16,gps,0.8,1.3,1.5,3.6,,,,81,,0.15206473748764998,1.0
1577220719.0,-27.717837507093517,-51.09886489894355,988.9985061947632,6.0,,0.0,16,gps,0.8,1.3,1.5,3.6,,,,81,,0.09587870101255314,1.0
1577220720.0,-27.71783699951601,-51.09886703419462,989.215235652066,6.0,,0.0,16,gps,0.8,1.3,1.5,3.6,,,,81,,0.21795465817726697,1.0
1577220721.0,-27.71783625516863,-51.098868040767904,989.5474946275626,6.0,,0.0,16,gps,0.8,1.3,1.5,3.6,,,,81,,0.12906318730083624,1.0
1577220722.0,-27.71783691514517,-51.09886820010587,989.5455796146554,4.0,,0.0,16,gps,0.8,1.3,1.5,3.6,,,,81,,0.07480424764639315,1.0
1577220723.0,-27.71783594193769,-51.098866680764914,989.6387876946226,4.0,,0.0,16,gps,0.8,1.3,1.5,3.6,,,,81,,0.18460923875279747,1.0
