timestamp,latitude,longitude,elevation,accuracy,bearing,speed_meters_per_second,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation,distance_meters,elapsed_time_seconds
1577395378.399,-27.71781867865273,-51.09883407727541,972.7118321084848,24.0,298.59543,2.029881,0,gps,1.4,1.5,2.1,3.6,,,,97,,0.0,0.0
1577395379.396,-27.717801350554456,-51.098883408106815,970.138748944152,32.0,317.41843,2.5612264,9,gps,1.4,1.8,2.3,3.6,,,,97,,5.230107148698188,0.996999979019165
1577395380.398,-27.717785431330757,-51.098914341054254,973.944294580671,32.0,304.0833,2.1211576,9,gps,1.1,1.3,1.7,3.6,,,,97,,3.5238657048714632,1.002000093460083
1577395381.398,-27.717752889305995,-51.099016445736495,975.4584310537304,16.0,,0.0,12,gps,0.8,1.0,1.3,3.6,,,,97,,10.695517802899504,1.0
1577395382.398,-27.717738082244782,-51.09902938868025,974.4553976940102,16.0,,0.0,17,gps,0.7,0.9,1.2,3.6,,,,97,,2.0788333040959706,1.0
1577395383.0,-27.71772153027829,-51.09903270891728,973.8849897717952,12.0,316.8939,2.0647662,17,gps,0.7,0.9,1.2,3.6,,,,97,,1.8632011760416174,0.6019999980926514
1577395384.0,-27.71771777809004,-51.09904556190361,975.1390433083692,12.0,317.76053,2.079765,18,gps,0.7,0.9,1.2,3.6,,,,97,,1.3339799814542332,1.0
1577395385.0,-27.71771915276016,-51.099045610525344,975.703315612424,8.0,314.07697,2.050968,18,gps,0.8,,,3.6,,,,97,,0.15240939655492125,1.0
1577395386.0,-27.71770776187216,-51.09905384903098,976.09148902563,8.0,313.5932,1.8866156,18,gps,0.8,1.0,1.3,3.6,,,,97,,1.5011453642712724,1.0
1577395387.0,-27.717701355265795,-51.09906489925331,976.9389648682863,8.0,311.62048,1.0794866,18,gps,0.7,1.0,1.2,3.6,,,,97,,1.3005992760371634,1.0
1577395388.0,-27.717696333953096,-51.09906804326001,977.585771912512,8.0,311.85925,0.5104665,18,gps,0.7,1.0,1.2,3.6,,,,97,,0.6369882083776105,1.0
1577395389.0,-27.71769424220765,-51.09906959693243,978.4284453075998,6.0,311.84406,0.036646742,19,gps,0.8,1.0,1.3,3.6,,,,97,,0.27785892123281153,1.0
1577395390.0,-27.71769289322277,-51.099068075150335,978.7449809270124,6.0,311.84894,0.03412628,19,gps,0.8,1.0,1.3,3.6,,,,97,,0.21182220011701605,1.0
1577395392.0,-27.71768853296684,-51.09906515238927,978.7985076849292,6.0,311.90933,0.0174775,19,gps,0.7,1.0,1.2,3.6,,,,97,,0.5626216155897319,2.0
1577395393.0,-27.717685409935758,-51.099062240425845,978.4732383354702,4.0,311.93643,0.028781272,19,gps,0.8,1.0,1.3,3.6,,,,97,,0.44970701981255934,1.0
1577395394.0,-27.71768478057552,-51.09906233044952,978.1366724489476,4.0,311.94644,0.05499321,19,gps,0.7,1.0,1.2,3.6,,,,97,,0.07030528315102148,1.0
1577395395.0,-27.71768352382397,-51.09906401590827,977.902095793988,4.0,311.93793,0.010124322,19,gps,0.8,0.9,1.2,3.6,,,,97,,0.21684706335322396,1.0
1577395396.0,-27.717684691170543,-51.09906422055555,977.9685385555648,4.0,311.92133,0.0067690904,19,gps,0.8,0.9,1.2,3.6,,,,97,,0.13092424650818868,1.0
