timestamp,latitude,longitude,elevation,accuracy,bearing,speed_meters_per_second,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation,distance_meters,elapsed_time_seconds
1577308370.967,-27.717706083925368,-51.09904940935581,985.7460433692298,32.0,65.85013,0.89111996,9,gps,1.4,1.8,2.3,3.6,,,,91,,0.0,0.0
1577308371.974,-27.71773888096182,-51.09906916073701,986.6238411869408,6.0,101.63272,0.3338075,9,gps,0.9,1.2,1.5,3.6,,,,91,,4.123454718942109,1.0069999694824219
1577308372.974,-27.71773334482813,-51.099064228361726,988.1792181073752,8.0,,0.0,12,gps,0.9,1.3,1.6,3.6,,,,91,,0.7829213081811456,1.0
1577308373.974,-27.717726626456805,-51.09905678809763,987.897889251132,8.0,,0.0,16,gps,0.8,1.0,1.3,3.6,,,,91,,1.0452956694536621,1.0
1577308374.999,-27.71772957423369,-51.099051639877054,986.2190754726506,8.0,,0.0,19,gps,0.8,1.0,1.3,3.6,,,,91,,0.6037106399560056,1.0250000953674316
1577308375.999,-27.71773765807936,-51.09905026699091,985.0394890138936,6.0,,0.0,19,gps,0.8,1.0,1.2,3.6,,,,91,,0.9059840899466558,1.0
1577308376.999,-27.717741798091257,-51.09905112879431,985.1546926746936,6.0,,0.0,19,gps,0.8,1.0,1.3,3.6,,,,91,,0.4665807498223431,1.0
1577308377.999,-27.71774114166745,-51.09905499296863,984.3513056868404,6.0,,0.0,19,gps,0.9,1.2,1.5,3.6,,,,91,,0.3879537386325246,1.0
1577308380.999,-27.71773624942166,-51.09905117646798,984.1463215973044,4.0,,0.0,19,gps,0.8,1.0,1.3,3.6,,,,91,,0.6599732998984195,3.0
1577308381.999,-27.717737304516323,-51.0990487337694,983.769448397887,4.0,,0.0,19,gps,0.8,1.0,1.3,3.6,,,,91,,0.26776683917451777,1.0
1577308382.999,-27.71773728140374,-51.09904795387382,983.4732535146172,4.0,,0.0,19,gps,0.8,1.0,1.3,3.6,,,,91,,0.07695357966297611,1.0
1577308383.999,-27.7177373852832,-51.09904849781136,983.4389811351892,4.0,,0.0,19,gps,0.8,1.0,1.3,3.6,,,,91,,0.05486273957010694,1.0
1577308384.999,-27.71773907182279,-51.09904963545901,982.9990833518948,4.0,,0.0,19,gps,0.8,1.0,1.3,3.6,,,,91,,0.21798205079554298,1.0
1577308385.999,-27.71773603087331,-51.099051930065976,982.9399455470452,4.0,,0.0,19,gps,0.8,1.0,1.3,3.6,,,,91,,0.40591026430301336,1.0
