timestamp,latitude,longitude,elevation,accuracy,bearing,speed_meters_per_second,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation,distance_meters,elapsed_time_seconds
1577306643.0,-27.71785300311318,-51.09883349980178,980.1305478670494,4.0,229.91707,1.4070034,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.0,0.0
1577306645.0,-27.717863708682035,-51.09886054283379,980.100284755868,4.0,252.49628,1.2899922,14,gps,0.8,1.3,1.5,3.6,,,,97,,2.918860391287824,2.0
1577306646.0,-27.71786220075995,-51.098872688855145,980.2027376837856,4.0,267.9006,1.2031494,15,gps,0.8,1.4,1.6,3.6,,,,97,,1.2094021102398413,1.0
1577306647.0,-27.71786126727647,-51.09888553966852,980.3639461903074,4.0,278.08466,1.1009204,15,gps,0.8,1.4,1.6,3.6,,,,97,,1.2715217454968883,1.0
1577306649.0,-27.71785355486641,-51.09890137388942,979.8268706831016,4.0,290.95395,1.1169481,14,gps,0.8,1.4,1.6,3.6,,,,97,,1.7801054953308157,2.0
1577306650.0,-27.71785262694152,-51.09890057847383,979.6453400884308,6.0,279.92368,0.35544685,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.1293314886179163,1.0
1577306651.0,-27.717851193361117,-51.098893067457695,979.5793051501288,4.0,222.23973,0.08387315,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.7575571468307093,1.0
1577306652.0,-27.71785149327841,-51.09888661998814,979.770142417619,4.0,132.51106,0.30850878,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.6366973322197917,1.0
1577306653.0,-27.717852490409868,-51.09887687199728,980.1084956524834,4.0,113.20174,0.76512283,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.9676460211680764,1.0
1577306654.0,-27.71785366384556,-51.0988693621185,980.2828657724476,4.0,100.133835,0.7643647,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.7519297801486058,1.0
1577306655.0,-27.71785406586739,-51.09886536193287,980.56986717523,4.0,102.83667,0.75129676,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.39699339009555373,1.0
1577306656.0,-27.717854502194424,-51.09886390781914,980.9422878807997,4.0,106.46656,0.56617117,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.1513323330781308,1.0
1577306657.0,-27.717854352332825,-51.09886333690381,981.196574029811,4.0,106.61295,0.3461472,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.05870001149133627,1.0
1577306658.0,-27.71785352562418,-51.0988644108892,981.1980595741044,4.0,91.9061,0.22557996,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.14003669257581167,1.0
1577306660.0,-27.71785320192118,-51.098865011848766,981.239799513918,4.0,91.90253,0.0838103,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.06927516388202559,2.0
1577306661.0,-27.717855309265317,-51.09886522968981,981.0420891600122,4.0,91.90302,0.04943016,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.2345112211544076,1.0
1577306663.0,-27.717855239730675,-51.09886444415501,980.8931174754488,4.0,91.90268,0.025005477,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.07784926518741896,2.0
1577306664.0,-27.717855457186765,-51.09886365367825,980.7185446265576,4.0,91.90299,0.018383428,14,gps,0.8,1.5,1.7,3.6,,,,97,,0.08159389518421463,1.0
1577306665.0,-27.717855128027303,-51.09886313401241,980.520587832095,4.0,91.90456,0.02598363,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.06290327084361899,1.0
1577306666.0,-27.7178552675302,-51.098862179661495,980.3000046856728,4.0,91.90029,0.03331669,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.09537627239905626,1.0
1577306667.0,-27.717855546412427,-51.09886364134446,980.3617652459324,4.0,127.08137,0.1194552,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.14742224873868312,1.0
1577306668.0,-27.717855506257724,-51.09886120908892,980.4394451936572,4.0,127.1349,0.16339764,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.23990270451111181,1.0
1577306669.0,-27.717852509292403,-51.09886040209279,980.3879491716644,4.0,123.81107,0.14946522,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.34151069286965446,1.0
1577306670.0,-27.717851579350118,-51.09886078849765,980.4723040255088,4.0,123.80834,0.08909343,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.10987118387976925,1.0
1577306671.0,-27.717849249307516,-51.098862142114726,980.4807783081636,4.0,120.56897,0.07273322,14,gps,0.8,1.4,1.6,3.6,,,,97,,0.290669018384723,1.0
1577306672.0,-27.71784822924953,-51.09886515839653,980.4698118173455,4.0,120.57185,0.05155265,13,gps,0.8,1.4,1.6,3.6,,,,97,,0.3182102399780001,1.0
1577306674.0,-27.71784740557809,-51.09886579031633,980.683978547438,4.0,117.291084,0.051025234,13,gps,0.8,1.4,1.6,3.6,,,,96,,0.11051999196998549,2.0
1577306675.0,-27.71784815410321,-51.09886572236897,980.5565884551032,4.0,118.82267,0.04589992,13,gps,0.8,1.4,1.6,3.6,,,,96,,0.08321796178369831,1.0
1577306676.0,-27.71784817523065,-51.09886607092098,980.5735666705084,4.0,118.94377,0.051770464,14,gps,0.8,1.4,1.6,3.6,,,,96,,0.0344527524306605,1.0
1577306677.0,-27.717847937341404,-51.09886621903641,980.5646462511672,4.0,118.94365,0.036604878,14,gps,0.8,1.4,1.6,3.6,,,,96,,0.030137902093757746,1.0
1577306678.0,-27.717848695003934,-51.09886680401293,980.5384550516778,4.0,118.944824,0.03293666,14,gps,0.8,1.4,1.6,3.6,,,,96,,0.10186905003966772,1.0
