timestamp,latitude,longitude,elevation,accuracy,bearing,speed_meters_per_second,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation,distance_meters,elapsed_time_seconds
1577222949.497,-27.717706771218744,-51.09904572226992,981.2259719328072,8.0,94.87763,0.31233844,0,gps,1.0,1.0,1.4,3.6,,,,75,,0.0,0.0
1577222950.488,-27.71768685351942,-51.09909107199338,979.9024021143422,8.0,359.1504,0.19645077,10,gps,1.3,2.3,2.7,3.6,,,,75,,4.987253197722208,0.9909999370574951
1577222951.488,-27.71768718130837,-51.09907710020032,979.808998325772,8.0,330.0189,0.084127426,10,gps,1.3,3.1,3.3,3.6,,,,75,,1.378335365407055,1.0
1577222952.499,-27.717689868703506,-51.09905826631304,980.5384526368348,8.0,352.99564,0.022005472,12,gps,1.1,3.0,3.2,3.6,,,,75,,1.8810650683841237,1.011000156402588
1577222953.499,-27.71769266297285,-51.09904520654326,978.0572131187514,8.0,,0.0,12,gps,0.7,0.9,1.2,3.6,,,,75,,1.3246160320884703,1.0
1577222954.499,-27.717699167116503,-51.099046569449165,978.3897364236328,8.0,,0.0,24,gps,0.7,0.9,1.2,3.6,,,,75,,0.7331809312016936,1.0
1577222955.0,-27.717709717705475,-51.09903882993206,980.2312826528326,8.0,,0.0,23,gps,0.7,0.9,1.2,3.6,,,,75,,1.3962409352960623,0.500999927520752
1577222956.0,-27.71771310498353,-51.09902997992087,981.3221639672784,6.0,,0.0,24,gps,0.7,0.9,1.2,3.6,,,,75,,0.9500571496562361,1.0
1577222957.0,-27.717713193113948,-51.09902542384719,981.9151556390424,6.0,,0.0,23,gps,0.7,0.9,1.2,3.6,,,,75,,0.44941244747372444,1.0
1577222958.0,-27.717714491708637,-51.09902218655559,982.3738587859938,6.0,,0.0,24,gps,0.7,0.9,1.2,3.6,,,,75,,0.35018579932640315,1.0
1577222960.0,-27.71770937018207,-51.09902150291219,984.5606300801752,4.0,,0.0,24,gps,0.7,0.9,1.2,3.6,,,,75,,0.5715318781760196,2.0
1577222961.0,-27.717708528723307,-51.0990211481528,984.5475231401545,4.0,,0.0,24,gps,0.7,0.9,1.2,3.6,,,,75,,0.09959328305197128,1.0
1577222962.0,-27.717704764545346,-51.09902266866609,984.3601976916054,4.0,,0.0,24,gps,0.7,0.9,1.2,3.6,,,,75,,0.4432601092531038,1.0
1577222963.0,-27.717701643678677,-51.099022831799694,984.7086451141266,4.0,,0.0,24,gps,0.8,0.9,1.2,3.6,,,,75,,0.34621255436147164,1.0
