timestamp,latitude,longitude,elevation,accuracy,bearing,speed_meters_per_second,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation,distance_meters,elapsed_time_seconds
1577310237.858,-27.717724534593785,-51.099115985356704,986.2476360050892,24.0,343.9681,0.12329957,12,gps,1.1,1.0,1.5,3.6,,,,85,,0.0,0.0
1577310238.858,-27.7177521712072,-51.09911955236444,981.913501899688,16.0,,0.0,12,gps,0.9,0.9,1.3,3.6,,,,85,,3.082684944821221,1.0
1577310239.858,-27.71773834077895,-51.0990875677693,985.9209880022422,12.0,,0.0,15,gps,0.9,0.9,1.3,3.6,,,,85,,3.5068569368707454,1.0
1577310240.858,-27.717741746095047,-51.09907056419923,987.64908921513,12.0,,0.0,16,gps,0.8,0.9,1.2,3.6,,,,85,,1.7187771958678268,1.0
1577310241.999,-27.71774135447691,-51.09906632589489,988.6187572223748,12.0,,0.0,18,gps,0.9,0.9,1.3,3.6,,,,85,,0.4202156462574341,1.1410000324249268
1577310242.999,-27.717743378513617,-51.09907926130143,988.769039872298,8.0,,0.0,18,gps,0.8,0.8,1.1,3.6,,,,85,,1.2952189568451236,1.0
1577310243.999,-27.71774393179141,-51.09909291961871,987.993725832421,8.0,,0.0,18,gps,0.8,0.8,1.1,3.6,,,,85,,1.3483366026372017,1.0
1577310244.999,-27.71774085414489,-51.09908437322076,986.801833337562,8.0,,0.0,18,gps,0.8,0.9,1.2,3.6,,,,85,,0.9092083959783434,1.0
1577310247.999,-27.7177385452528,-51.09907774318766,986.6568981860052,6.0,,0.0,18,gps,0.8,0.8,1.1,3.6,,,,85,,0.7021131248097655,3.0
1577310248.999,-27.717737877476804,-51.09907814228858,987.2147053896848,6.0,,0.0,19,gps,0.8,0.8,1.1,3.6,,,,85,,0.0838152382333177,1.0
1577310250.999,-27.717745522034008,-51.09906609915581,986.7854071516256,6.0,285.01968,0.078075185,19,gps,0.8,0.9,1.2,3.6,,,,85,,1.458821704160113,2.0
1577310252.999,-27.71774650610422,-51.09905989438319,986.5771898380548,6.0,287.7138,0.06432976,19,gps,0.9,0.9,1.3,3.6,,,,85,,0.6215371256540162,2.0
1577310253.999,-27.717746487120724,-51.09905728533949,986.275430170784,6.0,287.20395,0.009776522,19,gps,0.9,1.0,1.3,3.6,,,,85,,0.2573045850552419,1.0
1577310255.999,-27.71774570578789,-51.09905727131396,986.1259531244908,6.0,281.6247,0.0018125412,19,gps,0.9,0.9,1.2,3.6,,,,85,,0.08659437760375377,2.0
1577310256.999,-27.71774660814725,-51.09905661193843,985.9649832143916,6.0,283.5822,0.0120999925,19,gps,0.8,1.0,1.3,3.6,,,,85,,0.11927827107037174,1.0
1577310258.999,-27.717744305703448,-51.09905791775307,985.6132204691036,4.0,279.07703,0.014439204,18,gps,0.8,0.9,1.2,3.6,,,,85,,0.2858008999505455,2.0
1577310259.999,-27.71774437824789,-51.09905865319346,985.6602864663907,4.0,277.27563,0.01034139,19,gps,0.8,0.9,1.2,3.6,,,,85,,0.07297107294955736,1.0
1577310260.999,-27.71774359291641,-51.09905711140215,985.5764779001976,4.0,279.20462,0.004977438,19,gps,0.8,0.9,1.2,3.6,,,,85,,0.1751908333778306,1.0
1577310262.999,-27.717744850893265,-51.09905764434267,985.0841202982476,4.0,250.0303,0.023702791,19,gps,0.8,1.0,1.2,3.6,,,,85,,0.1489809399124803,2.0
1577310267.999,-27.71774663136285,-51.09905571067777,984.8264968252184,4.0,251.01128,0.016177023,19,gps,0.8,0.9,1.2,3.6,,,,85,,0.27439354284591766,5.0
1577310269.999,-27.71774646132887,-51.09905552380221,984.7952165189272,4.0,249.4271,0.0022724208,19,gps,0.8,0.9,1.2,3.6,,,,85,,0.026356481078610206,2.0
1577310270.999,-27.71774563422292,-51.09905505922685,984.5587725109252,6.0,14.364162,0.06310781,19,gps,0.8,0.9,1.2,3.6,,,,85,,0.10246842588790193,1.0
1577310271.999,-27.717745743846088,-51.09905492752488,984.5514773649244,4.0,12.812138,0.029211525,19,gps,0.9,0.9,1.2,3.6,,,,85,,0.017783713419150568,1.0
1577310272.999,-27.717744881659584,-51.09905319562498,984.456786206169,4.0,341.22318,0.12604457,18,gps,0.9,0.9,1.2,3.6,,,,85,,0.19570213604683923,1.0
1577310273.999,-27.71774067755518,-51.099057509430935,984.4974139831776,4.0,308.9434,0.16437209,17,gps,0.9,0.9,1.2,3.6,,,,85,,0.630887710465327,1.0
1577310274.999,-27.717730310967323,-51.09907042132593,984.6024457805564,4.0,311.76218,0.27679315,18,gps,0.8,0.9,1.2,3.6,,,,85,,1.7149498508879666,1.0
1577310275.999,-27.717711201181118,-51.09909449582992,984.5352802488738,4.0,312.12982,0.48005927,18,gps,0.8,0.9,1.2,3.6,,,,85,,3.1813600211726003,1.0
1577310276.999,-27.71769108299405,-51.09912036776027,984.7081078860743,4.0,312.0181,0.8106596,19,gps,0.9,0.9,1.2,3.6,,,,85,,3.388201336191687,1.0
1577310277.999,-27.717658894705306,-51.09916338692415,984.7896674715572,4.0,308.82242,1.2014703,19,gps,0.8,0.9,1.2,3.6,,,,85,,5.542673180732645,1.0
1577310278.999,-27.717624918702324,-51.099210154224735,985.039929015136,4.0,308.85162,1.6199467,18,gps,0.8,1.0,1.3,3.6,,,,85,,5.953706931955812,1.0
1577310280.999,-27.71752999480012,-51.099327531043954,985.1931666494236,4.0,312.9238,8.408143,18,gps,0.9,1.1,1.4,3.6,,,,85,,15.640910365977957,2.0
1577310282.999,-27.717396813911492,-51.09948030753876,985.1882976200476,6.0,314.53134,11.292999,18,gps,1.2,1.7,2.1,3.6,,,,85,,21.090458286089945,2.0
1577310283.999,-27.71731378436513,-51.09957157983537,985.460034653768,6.0,315.26926,12.811518,18,gps,1.0,1.2,1.6,3.6,,,,85,,12.871491981418945,1.0
1577310287.999,-27.716916909847345,-51.10001457697705,987.109196862951,4.0,314.8279,16.150942,19,gps,0.8,1.0,1.3,3.6,,,,85,,61.99020364687453,4.0
1577310288.999,-27.71680565992828,-51.10013684406998,987.2415318144868,4.0,315.9481,17.228252,17,gps,0.9,1.0,1.4,3.6,,,,85,,17.244464748431664,1.0
1577310289.999,-27.71668824908121,-51.10026444852059,988.1641722572144,4.0,316.19925,18.088478,17,gps,0.9,1.1,1.4,3.6,,,,85,,18.100878799623963,1.0
1577310290.999,-27.716561994644696,-51.10039456693089,988.7114469808328,4.0,317.48846,19.020164,18,gps,1.0,1.2,1.5,3.6,,,,85,,18.984338533416526,1.0
1577310291.999,-27.71642631157671,-51.10052902013953,989.2066324189608,4.0,318.56403,20.053026,17,gps,0.9,1.1,1.4,3.6,,,,85,,20.047126488338026,1.0
1577310292.999,-27.71628513950752,-51.100663673149214,989.5492820067652,4.0,319.9148,20.52597,18,gps,0.9,1.1,1.4,3.6,,,,85,,20.520037716348277,1.0
1577310293.999,-27.71614174599689,-51.10079322759498,989.9885227099436,4.0,320.9348,20.417206,18,gps,0.9,1.0,1.3,3.6,,,,85,,20.389555865628935,1.0
1577310294.999,-27.715994861623383,-51.100926313012,990.1801618607798,4.0,321.2313,20.925043,19,gps,0.8,0.9,1.2,3.6,,,,85,,20.909260931983408,1.0
1577310295.999,-27.715843201058075,-51.101062380059474,990.0976592910675,4.0,321.48895,21.48657,19,gps,0.8,1.0,1.3,3.6,,,,85,,21.506107483698088,1.0
1577310296.999,-27.715687173350823,-51.10120138901309,989.4167840488444,6.0,321.93405,22.0875,19,gps,1.0,1.3,1.6,3.6,,,,85,,22.065457120059598,1.0
1577310297.999,-27.715525782198263,-51.10134446397264,989.638052070299,6.0,321.75854,22.716677,19,gps,1.0,1.4,1.7,3.6,,,,85,,22.78038495000901,1.0
